"SMI","lambda1 (sTDA, nm)","F1 (sTDA)","lamda1  (TD-DFT, nm)","F1 (TD-DFT)","lambda_max (Exp,  nm)","extinction (Lmol-1cm-1)","solvent"
C=CC(c1ccc(cc1)C#N)(N(C)C)C=C=Cc1ccccc1,258.2,0.170923401,NaN,NaN,422,NaN,ACN
CCOC(=O)c1cc2cc(cn2cc1c1ccc2c(c1)cccc2)C(=O)C,336,0.114694022,NaN,NaN,261,71800,dichloromethane
O=C(c1cccc(n1)C(=O)NCCC[Si]12OCCN(CCO1)CCO2)NCCC[Si]12OCCN(CCO1)CCO2,266.8,0.007837581,NaN,NaN,269,NaN,NaN
Oc1ccccc1c1nc2n(c1Cc1ccccc1)cccc2C,287.1,0.245300045,NaN,NaN,NaN,NaN,NaN
N#CC(=C1C(CSc2c1cccc2)C(c1ccc(cc1)OC)C[N+](=O)[O-])C#N,341.7,0.134888048,NaN,NaN,NaN,NaN,NaN
N#CC(=Cc1ccc(s1)c1sc(c2c1cccc2)c1oc2c(c1C)cccc2)C#N,455.7,1.56878333,NaN,NaN,610,NaN,CH 2 Cl
Nc1ccccc1c1nc2c(s1)cccc2,316.5,0.46660016,NaN,NaN,365,13516,MeOH
O=C(c1cc(C#C[Si](C)(C)C)c2c3c1ccc1c3c(cc2)c(cc1C#C[Si](C)(C)C)C#C[Si](C)(C)C)c1ccc(cc1)C#C[Si](C)(C)C,394.7,0.991427394,NaN,NaN,415,NaN,hexane
C1(C)c2cc3nc([nH]c3cc2c2c1cccc2)c1c(F)cccc1F,303.4,1.218861025,NaN,NaN,341,NaN,DMSO
CCOC(=O)c1cc2c(O)cc(cc2oc1=O)O,291.9,0.532522785,NaN,NaN,362,NaN,NaN
CCN(c1ccc2c(c1)oc(=O)c(c2C#N)C=C(c1nc2c(s1)cccc2)C#N)CC,403.8,0.68617651,NaN,NaN,611,NaN,Toluene
CCOC1CC(=c2n1nccc2)C(=O)OC,414.7,0.053905909,NaN,NaN,496,NaN,Cyclohexane
Fc1ccc2c(c1)c(=Cc1ccc(cc1)F)oc2=Cc1ccc(cc1)N(C)C,367.8,0.8452859,NaN,NaN,396,27100,NaN
Cc1c(sc2c1c(C)c(s2)c1nnc(o1)c1c2ccccc2cc2c1cccc2)c1nnc(o1)c1c2ccccc2cc2c1cccc2,374,0.672358973,NaN,NaN,400,NaN,Ethanol
CCc1ccccc1,230.7,0.002285838,NaN,NaN,414,NaN,NaN
c1ccc2c(c1)c1ccccc1cc2,293.6,0.036352833,NaN,NaN,365,NaN,NaN
Oc1ccc2c(c1)Oc1c(C32OS(=O)(=O)c2c3cccc2)ccc(c1)O,251.5,0.005083548,NaN,NaN,515,89000,NaN
N#Cc1cnn2c1nc(C)c1c2N(CC1)c1ccc(cc1)[N+](=O)[O-],316.7,0.027667405,NaN,NaN,319,NaN,NaN
CCOC(=O)C(=C)COC(=O)c1ccc(cc1)C(=O)c1ccccc1,311.3,0.003321147,NaN,NaN,255,NaN,DMF
n1ccc(cc1)CCc1ccncc1,243.5,0.009031953,NaN,NaN,375,NaN,NaN
OC[C@H](N1Cc2c(C1=O)cccc2)[C@H](c1ccc(cc1)[N+](=O)[O-])O,316.2,1.79E-05,NaN,NaN,NaN,NaN,NaN
Oc1cccccc1=O,322.3,0.101159673,NaN,NaN,NaN,NaN,NaN
COc1ccc(cc1)C=O,298,6.91E-05,NaN,NaN,390,NaN,NaN
O=C1C=CC(=CC=C2N(C)c3c(C2(C)C)cccc3)c2c1nccc2,381.7,0.93173133,NaN,NaN,605,NaN,THF
Oc1ccc(cc1Sc1cc(Cl)ccc1O)Cl,261.1,0.13257483,NaN,NaN,NaN,NaN,NaN
FC(C(F)(F)F)c1nc2c([nH]1)cccc2,248.7,0.05993214,NaN,NaN,NaN,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)C#N,374,2.061822221,NaN,NaN,492,NaN,ACN
C=CC=Cc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C=C(C(=O)O)C#N,359.9,1.531993601,NaN,NaN,303,60000,NaN
CC1=NC(=Cc2c[nH]c3c2cccc3)C(=O)N1Cc1ccccc1,322.5,1.054322135,NaN,NaN,394,NaN,NaN
N#CC(=Cc1ccc(s1)c1sc(c2c1cccc2)c1csc2c1cccc2)c1cccs1,420.4,1.507424435,NaN,NaN,598,NaN,CH 2 Cl
CCC[C@H]([C@@H](c1ccc(cc1)OC)C[N+](=O)[O-])C=O,300.1,0.000190601,NaN,NaN,NaN,NaN,NaN
O=C(c1cn(Cc2ccccc2)c2c(c1=O)cccc2)c1ccccc1Cc1ccccc1,295.1,0.080434649,NaN,NaN,489,NaN,NaN
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,340.5,1.13629742,NaN,NaN,439,NaN,NaN
Cn1c2ccc(cc2c2c1cccc2)C(c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)c1ccccc1n2CC,292.1,0.044708054,NaN,NaN,270,NaN,NaN
OC(C(=Cc1ccccc1)C(=O)c1ccccc1)c1ccccc1,302.5,0.010138982,NaN,NaN,NaN,NaN,NaN
COc1cc(cc(c1OC)OC)C(=O)Oc1ccc(c(c1)[N+](=O)[O-])n1nnc(c1)c1ccccc1,320.8,0.012174016,NaN,NaN,254,26302.67992,CH 2 Cl 2
COc1ccc2c(c1)C(=C(N(S2(=O)=O)C)c1ccccc1)I,293,0.248853412,NaN,NaN,NaN,NaN,NaN
N#Cc1cc(ccc1C#N)Oc1ccc(cc1)N=Nc1ccc(c(c1)C=Nc1ccccc1)O,423.4,6.47E-05,NaN,NaN,354,NaN,NaN
Fc1c(F)c(NCNc2c(F)c(F)c3c(c2F)nc2c(n3)c(F)c(c(c2F)F)F)c(c2c1nc1c(n2)c(F)c(c(c1F)F)F)F,402.4,0.094866893,NaN,NaN,473,NaN,NaN
C[Si](C([Si](C)(C)C)C1CCN(CO1)Cc1ccccc1)(C)C,235.9,0.00031371,NaN,NaN,335.2127,NaN,NaN
Clc1ccc(cc1)N=Nc1c([nH]c2c1cccc2)c1ccccc1,441.6,0.002618933,NaN,NaN,412,56234.13252,DMSO
Cc1cccc(c1)[C@@H](C#Cc1ccccc1)O,245.4,0.26058721,NaN,NaN,NaN,NaN,NaN
CCCOC(=O)c1ccccc1C(=O)OCCC,247.8,0.037519264,NaN,NaN,330,NaN,acetonitrile
c1cccccscc1,288.6,0.037959991,NaN,NaN,598,12000,NaN
CCOC(=O)C1=C(NC(=O)C1=CC1=CCC(=C=O)C=C1)c1ccc(cc1)c1ccccc1,372.4,0.010293698,NaN,NaN,441,NaN,DMSO
CCN(c1ccc(cc1)N(C(=O)c1cccc(n1)C(=O)N)c1ccc(cc1)N(CC)CC)CC,302.4,0.169424333,NaN,NaN,341,NaN,NaN
c1ccc(cc1)c1ccc(cc1)c1c2ccccc2cc2c1ccc(c2)c1ccccc1,366.4,0.208487123,NaN,NaN,388,9700,NaN
C(Cn1cc(c2c1cccc2)C=C1C(=O)ON=C1c1ccccc1)CC,329.9,0.712703821,NaN,NaN,437,NaN,NaN
S(C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,334.3,1.783129751,NaN,NaN,373,NaN,NaN
N#CC(=Cc1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)cccc2)c1ccccc1,327.8,0.284793504,NaN,NaN,402,NaN,THF
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=S)[nH]c1=O,350.9,0.00111533,NaN,NaN,540,20600,NaN
O=C(C(=C)C)OCCOc1ccc(cc1)c1nnc(s1)c1ccccc1,302.2,1.076656389,NaN,NaN,367,NaN,DMF
c1ccc(cc1)NN=Cc1ccccc1,299.2,0.961581078,311.5180729,0.817318092,571,NaN,NaN
COc1ccc(cc1OC)C=CC(=O)c1nnn(c1C)c1ccnc2c1ccc(c2)Cl,318.5,0.001392931,NaN,NaN,236,NaN,methanol
Cc1ccc(cc1)CN(c1ccc2c(c1)C(=O)c1c(C2=O)cccc1)Cc1ccc(cc1)C,358.6,0.099402386,NaN,NaN,312,NaN,NaN
[O-][N+](=O)c1ccc(c(c1)C(F)(F)F)N=Nc1ccc(c(c1O)C)O,418.1,0.062378877,NaN,NaN,423,28000,Acetone
OC(=O)c1cc2ccccc2c(c1O)N=Nc1ccc2c(c1)c(ccc2)S(=O)(=O)O,496.9,0.008812372,NaN,NaN,533,NaN,NaN
COCCOc1cccc2c1C(=O)c1c(C2=O)cccc1OCCOC,358,0.004665465,NaN,NaN,378,2000,NaN
OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)n1oc(cc1=O)C,225,0.034298328,NaN,NaN,629,NaN,NaN
CCCSC1=C(SCCC)SC(=c2sc3c(s2)c([nH]c3)C=C(C(=O)OCC)C#N)S1,381.3,0.152831359,NaN,NaN,392,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)c1ccccc1n2c1ccccc1)C(=O)O,418.6,1.521514533,NaN,NaN,474,25712,NaN
C=Cc1ccccc1C=C,258.2,0.129554036,NaN,NaN,247,NaN,NaN
c1ccc(nc1)c1[nH]nc(n1)Cc1n[nH]c(n1)c1ccccn1,248.7,0.45440488,NaN,NaN,240,NaN,NaN
O=C1NC(=O)C(=Cc2ccc3c4c2ccc2c4c(cc3)ccc2)C(=O)N1,379.3,0.766697088,NaN,NaN,436,6475,NaN
NSc1ccccc1c1cc2nc(nn(c2cc1=O)c1ccccc1)c1ccccc1,468.8,0.205800953,NaN,NaN,520,NaN,NaN
NNS(=O)(=O)c1ccccc1,232.9,0.017188082,NaN,NaN,NaN,NaN,NaN
Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccc(cc1)C(F)(F)F,293.7,0.423695924,NaN,NaN,346,61500,chloroform
Cc1sc(c(c1C#N)C#N)c1ccc(s1)c1ccc(s1)c1sc(c(c1C#N)C#N)C,383.3,1.543604441,NaN,NaN,421,NaN,NaN
Cn1c(Nc2ccccc2)nc2c1cc1oc(=O)c(c(c1c2)C)C(=O)N,305.1,0.49914305,NaN,NaN,353,NaN,ethanol
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N=CCN(C)C)C#CC,282.8,0.22818401,NaN,NaN,227,NaN,NaN
OCCC1=C(I)c2cc(OC)ccc2S(=O)(=O)N1C,290,0.101092396,NaN,NaN,NaN,NaN,NaN
Cn1nc(cc1c1cccs1)c1cccc(n1)c1nn(c(c1)c1cccs1)C,263.3,0.698905143,NaN,NaN,249,NaN,NaN
COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,285.5,0.459033245,NaN,NaN,NaN,NaN,NaN
Cc1ccc(cc1)CNc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,358.1,0.091943643,NaN,NaN,312,NaN,NaN
Oc1ccccc1c1scc(n1)c1ccccc1,295.5,0.422921268,NaN,NaN,333,NaN,CH 3 CN
Cc1nc(c2n1ccc(c2)c1nnc(o1)CC)Cl,354.2,0.197155687,NaN,NaN,248,22178,dichloromethane
O=C1OC(C(=C1Br)NCc1ccccc1)OCc1ccccc1,232.6,0.120300025,NaN,NaN,275,NaN,NaN
c1ccc(cc1)N(c1ccccc1)c1cc(cc(c1)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,301,0.007320488,NaN,NaN,NaN,NaN,NaN
Cc1cccc(n1)c1cccc(n1)c1cccc(n1)c1cccc(n1)C,267.8,0.728901241,NaN,NaN,0,NaN,NaN
CCN(c1ccc(cc1)c1sc(c(c1)C)C1=C(c2sc(cc2C)c2ccc(cc2)N(CC)CC)C(C(C1(F)F)(F)F)(F)F)CC,354.1,1.410664942,NaN,NaN,450,NaN,NaN
CSC1=C(SC)SC(=C2SC=C(S2)C#Cc2cccc(n2)C#CC2=CSC(=C3SC(=C(S3)SC)SC)S2)S1,371.8,0.004098254,NaN,NaN,580,NaN,NaN
CC(=O)Nc1ccc(cc1)C=C1Oc2c(C1=O)cccc2,332.2,0.001867817,NaN,NaN,395,NaN,Methanol
Cn1c(nc2c1cccc2)c1cnc(cn1)c1nc2c(n1C)cccc2,322.8,1.758381213,NaN,NaN,397,NaN,DMSO
O=C1c2ccccc2C(=O)c2c1ccc(c2N)C,366.7,0.230713161,NaN,NaN,579.4,NaN,NaN
Cn1c2cc(ccc2c2c1cc(cc2)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)C(C)(C)C)C(C)(C)C)C=C(C(=O)O)C#N,349.2,0.121272379,NaN,NaN,301,44100,NaN
O=C(N[C@H]([C@H](C[C@@H](NC(=O)[C@@H](N1CCC(=O)NC1=O)C(C)C)Cc1ccccc1)O)Cc1ccccc1)COc1c(C)cccc1C,235.6,0.000745283,NaN,NaN,395,NaN,NaN
Cc1ccsc1c1sc(c2c1cccc2)c1ccc2c(c1)C(c1ccc(cc1)C)(c1ccc(cc1)C)c1c2cccc1,372.5,0.900801689,NaN,NaN,415,NaN,CH 2 Cl
CCN(c1ccc2c(c1)oc(=O)c(c2C#N)C=C(c1nc2c(o1)cccc2)C#N)CC,399.4,0.802424808,NaN,NaN,611,NaN,Toluene
COC(=O)C1Cc2c(O1)ccc(c2)Cl,258.8,0.052135258,NaN,NaN,230,NaN,NaN
CCOc1ccc(cc1)c1nc(c2ccccc2)c2c(n1)n(cc2)c1ccc(cc1)C#N,294.5,0.738562237,NaN,NaN,324,NaN,NaN
N#CC(=Cc1ccc(s1)c1ncc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,436,1.42706308,NaN,NaN,546,NaN,CH 2 Cl 2
CCN(c1ccc2c(c1)oc(=O)c(c2)C=CC1=[O+][B-](F)(F)Oc2c1c(=O)n(c1c2cccc1)C)CC,396.4,1.743320934,NaN,NaN,612,NaN,MeOH
COc1ccc(cc1)C(=O)SCCC[Si](OC)(OC)OC,268.7,0.008581972,NaN,NaN,282,107800,chloroform
FC(c1ccc(cc1)NC(=NS(=O)(=O)C(F)(F)F)N1CCOCC1)(F)F,249.4,0.20306491,NaN,NaN,254,NaN,NaN
COc1ccc(cc1)[C@@H]([C@@H](C(=O)c1ccccc1)[C@@H](c1ccccc1)CC)C[N+](=O)[O-],299.1,0.002528422,NaN,NaN,NaN,NaN,NaN
COc1ccc(cc1)c1sc(c(n1)C1=C(C(=C(C)C)C)C(C(C1(F)F)(F)F)(F)F)OC,289.8,0.58220974,NaN,NaN,416,22500,NaN
OC(=O)Cc1c[nH]c2c1cccc2,260.4,0.084688613,NaN,NaN,100,NaN,NaN
COc1ccc(cc1)c1cnc(n1C)c1ccc(cc1)c1nc2c(s1)cccc2,315.2,1.66032452,NaN,NaN,345,32000,NaN
O=C1NC(=O)C(=C1c1ccc2c(c1)cccc2)c1c[nH]c2c1cccc2,369.7,0.256825873,NaN,NaN,423,9830,NaN
C(CNC(=O)c1cccnc1)CC,263.1,0.007381276,NaN,NaN,100,NaN,NaN
c1ccc2c(c1)n(c1ccc3c(c1)c1cc(ccc1s3)n1c3ccccc3c3c1cccc3)c1c2cccc1,290.8,0.036111098,NaN,NaN,293,NaN,NaN
Brc1ccc(c2c1nsn2)N1CCOCC1,331.1,0.002558967,NaN,NaN,427,7700,NaN
c1ccc2c(c1)c(C#Cc1ccccc1)c1c(c2C#Cc2ccccc2)cccc1,435.1,1.12712973,NaN,NaN,464,NaN,dichloromethane
NC(=N)CCNC(=O)c1cc(cn1C)NC(=O)c1cc(cn1C)NC(=O)CN=C(N)N,253.4,0.959775433,NaN,NaN,730,NaN,NaN
On1c(=S)sc2c1Cc1c2cccc1,304.2,0.565534648,NaN,NaN,322,NaN,NaN
N#Cc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)C,326.3,1.112878752,NaN,NaN,370,NaN,NaN
Cc1ccc(cc1)c1cc2c(=O)n(CC(C)CC)c(=O)c3c2c2c1c1ccc4c5c1c(c2cc3)ccc5c(=O)n(c4=O)CC(C)CC,452.1,0.870404597,NaN,NaN,536,38100,NaN
Nc1ccc(cc1)Nc1ccccc1,279.2,0.03398475,NaN,NaN,291,NaN,NaN
[O-][N+](=O)c1ccc(cc1)c1scc2c1OCCO2,316.6,0.003379036,NaN,NaN,376,NaN,DCM
O=C(c1c(C=Cc2ccccc2)oc(c1C(=O)OC(C)(C)C)NC(C)(C)C)OC(C)(C)C,330.5,1.27169087,NaN,NaN,460,NaN,NaN
COc1ccc(cc1)c1nc2n(c1)ccc(c2)C=Cc1ccc(cc1)SC,333,1.74801505,NaN,NaN,484,51286.1384,Toluene
N#CC(=Cc1c(F)cc(cc1F)C=Cc1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)C(=O)O,360.3,1.864022778,391.2901376,1.813423176,421,NaN,NaN
Brc1cccc(c1)C=NCCN=Cc1cccc(c1)Br,263.6,0.033711378,NaN,NaN,244,21137,dichloromethane
OC(=O)c1nc2c(nc1C(=O)O)c1c3c2cccc3c(cc1)N(c1ccccc1)C,374.3,0.323058938,NaN,NaN,444,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc(s1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,398.6,1.997049061,NaN,NaN,428,30200,THF
Nc1ncc2c(n1)c1c(CCC2)cc(n1Cc1ccccc1)C(=O)N,278.4,0.405736744,NaN,NaN,NaN,NaN,NaN
[O-][N+](=O)c1cc(ccc1N=Nc1ccc(c(c1O)C)O)C(F)(F)F,412.2,0.022174788,NaN,NaN,408,34900,Acetone
O=C1C(=Cc2ccccc2)C2(C(C1(C)CC2)(C)C)C,308,0.003690915,NaN,NaN,304,NaN,NaN
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,317.4,1.08891743,NaN,NaN,258,NaN,NaN
OCC1OC(CC1O)n1c(nc2c1ncnc2N)c1cc(OC)c(c(c1)OC)OC,259.9,0.681631434,NaN,NaN,292,NaN,NaN
COc1c(c2ccc(cc2)C#N)c(C#N)c(c(c1C#N)c1ccc(cc1)C#N)OC,285.7,0.692390236,NaN,NaN,431,NaN,NaN
CO[Si](CCCSC(=O)c1ccccc1N)(OC)OC,299.6,0.2144397,NaN,NaN,348,139800,chloroform
BrC1(CBr)c2cc(Br)ccc2c2c1cc(Br)cc2,299.1,0.109661255,NaN,NaN,329,NaN,NaN
CC(=CCN1Cc2c(Cl)ccc3c2n(C[C@@H]1C)c(=S)[nH]3)C,272.8,0.266054151,NaN,NaN,625,NaN,NaN
c1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1c2ccccc2cc2c1cccc2,358.1,0.259985464,NaN,NaN,460,NaN,NaN
CCc1c(C)[nH]c(=O)c2c1c(=O)[nH]c2=O,351.8,0.167796929,NaN,NaN,224,NaN,NaN
C(=O)Oc1ccc(cc1)[N+](=O)[O-],315,5.97E-05,NaN,NaN,405,NaN,NaN
C1(C)c2cc(ccc2c2c1cccc2)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1,364.7,1.337368736,NaN,NaN,405,58200,NaN
COc1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N,336.4,1.374359941,NaN,NaN,NaN,NaN,NaN
CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1)[N+](=O)[O-])c1ccccc1,353.3,1.33187053,NaN,NaN,460,NaN,NaN
CCN(c1ccc(c(c1)O)N=Nc1sc2c(n1)ccc(c2)[N+](=O)[O-])CC,441.9,0.006108018,NaN,NaN,538,34600,methanol
COC(=O)C=c1sc2=NC3=C(C(n2c1=O)c1ccc(c(c1)OC)OC)C3=Cc1ccc(c(c1)OC)OC,395.6,0.234370217,NaN,NaN,326.41,NaN,NaN
[O-][N+](=O)c1ccc(cc1)c1cnc2c(c1)cc(c(c2)O)c1nc2c([nH]1)cccc2,326.8,0.458566841,NaN,NaN,340,NaN,EtOH
Nc1nc2c(N=Nc3ccc(cc3)[N+](=O)[O-])c(nn2c(c1N=Nc1nccs1)N)N,402.5,0.000320933,NaN,NaN,504,NaN,NaN
CCN(c1ccc(cc1)N=Nc1scc(n1)c1cc2ccccc2oc1=O)CC,442,0.004696448,NaN,NaN,508,22387.21139,DMSO
Cc1cc(C)cc(c1)n1c(=O)c2cc(N=Cc3cccs3)cc3c2c(c1=O)ccc3,324.6,0.236532431,NaN,NaN,408,6000,Chloroform
Clc1ncccc1C(=O)On1c(=O)c2cccc3c2c(c1=S)ccc3,402.7,0.001229701,NaN,NaN,466,NaN,NaN
CCNc1c(F)c(F)c2c(c1F)nc1c(n2)c(F)c(c(c1F)F)NCC,412.5,0.173807107,NaN,NaN,439,NaN,NaN
Clc1cc(N)c2c(n1)cccc2,282.4,0.083306564,NaN,NaN,299,NaN,NaN
Brc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)c1ccccc1,333.2,1.10193242,NaN,NaN,382,NaN,NaN
c1ccc(cn1)c1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(cc1)c1ccccn1,309.7,0.953489987,NaN,NaN,362,NaN,NaN
c1ccc2c(c1)N(c1ccc3c(c1)ccc(n3)Nc1ccc3c(n1)ccc(c3)N1c3ccccc3Sc3c1cccc3)c1c(S2)cccc1,305.9,0.000786108,NaN,NaN,440,NaN,NaN
N#Cc1cc(N)c(cc1C#N)N,278.9,0.019878573,NaN,NaN,530,NaN,NaN
OCOc1c2ccccc2cc2c1cccc2,365.8,0.137158252,NaN,NaN,372,NaN,Acetonitrile
C(=O)N1C2C1CN(C2)CC=C(c1ccccc1Cl)c1ccccc1,245.5,0.196345678,NaN,NaN,NaN,NaN,NaN
CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,312.9,1.442659419,NaN,NaN,367,NaN,THF
OC(=O)c1cnc2c(n1)cccc2,336.4,0.007759081,NaN,NaN,508,NaN,NaN
O=c1nc(nc2c1cc1ccccc1n2C)c1ccccc1,369.2,0.000663044,NaN,NaN,453,35481.33892,NaN
Nc1ccc2c(c1)C(=O)N(C2=O)Cc1ccccn1,306.1,0.043102703,NaN,NaN,472,NaN,NaN
Oc1ccc2c(c1)OC[C@@H]1[C@H]2Oc2c1cc1c(c2)OCO1,274.1,0.146835417,NaN,NaN,222,NaN,NaN
COc1cc(ccc1OC)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(c(c1)OC)OC,420.9,1.418035351,NaN,NaN,543,15300,dichloromethane
CN1CCc2c1ccc(c2)[N+](=O)[O-],312.7,9.34E-06,NaN,NaN,0,NaN,NaN
COc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)F,319.5,0.946197452,NaN,NaN,337,NaN,NaN
COc1c(C)ccc2c1nccc2,310.2,0.064654849,NaN,NaN,410,NaN,MeOH
C(CN1C(=O)C(=Cc2sc3c(c2)sc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(=C(C1=O)C#N)C)CC,401,1.904288695,NaN,NaN,571,NaN,chloroform
CCCc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)CCC)c(F)c(c(c1F)C#Cc1ccc(cc1)CCC)C#Cc1ccc(cc1)CCC,347.7,0.746837654,NaN,NaN,421,NaN,NaN
COC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc2c(c1)cccc2,311.4,0.049577441,NaN,NaN,450,NaN,MeOH
n1cc(nc(c1)n1c2ccccc2c2c1cccc2)c1cncc(n1)n1c2ccccc2c2c1cccc2,327.8,0.18156899,NaN,NaN,284,NaN,NaN
Cc1sc2c(c1C1=C(C(=O)CC1)c1ccc(cc1)N1CCOCC1)cccc2,296.2,0.034451544,NaN,NaN,261,NaN,NaN
FC(c1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3)(F)F,290,0.372390225,NaN,NaN,327,87500,chloroform
O=C(c1c(Cc2ccccc2)oc2c(c1=O)cccc2)c1ccccc1,295.3,0.000723034,NaN,NaN,460,NaN,Acetonitrile
COc1ccc2c(c1)ccc(c2)c1sc(c2c1OCCO2)C=C(c1ccc(c(c1)OC)OC)C#N,349.6,1.083057954,NaN,NaN,365,NaN,DCM
Cc1cc(O)c(c(c1C(=O)c1ccccc1)O)C,288.9,0.153288487,NaN,NaN,203,NaN,NaN
CCCOC(=O)c1ccnc(c1)C(=O)OCCC,281.8,0.007067503,NaN,NaN,433,NaN,acetonitrile
Brc1ccccc1[C@@H](c1ccccc1)O,238.6,0.014913295,NaN,NaN,NaN,NaN,NaN
Clc1nc(nc(n1)Nc1ccccc1)Nc1ccc2c(c1)cc1c(c2)cccc1,363.2,0.079250819,NaN,NaN,398,NaN,"1,4-dioxane"
Fc1c(F)c(F)c2c(c1F)cc1c(n2)n(nc1c1ccccc1)C,350.8,0.19656029,NaN,NaN,401,NaN,Toluene
O=C1C(=CC=C2OC(=CC(=C2)c2ccccc2)c2ccccc2)C(=O)c2c1cccc2,433.2,1.040564383,NaN,NaN,574,NaN,dichloromethane
Cn1c2ccc(cc2c2c1cccc2)c1cc(nc(c1)c1ccccc1)c1ccccc1,294.5,0.038384648,NaN,NaN,501,NaN,DMF
Sc1nc2c(n1C(=Nc1cccc(c1)C(F)(F)F)C(F)(F)F)cccc2,288.5,0.070426155,NaN,NaN,NaN,NaN,NaN
O=c1[nH]c(=O)c2c3c1ccc(c3ccc2)N=NC=C1N(C)c2c(C1(C)C)cccc2,420.6,0.282158654,NaN,NaN,531,NaN,THF
CCOC(=O)[C@@H](NC(=CC(=C1c2ccccc2N(C1=O)C)c1ccccc1)c1ccccc1)C,391.7,0.454686202,NaN,NaN,442,34900,CH2Cl2
n1ccc(nc1)c1ccc(s1)c1ccc(cc1)c1ccc(cc1)n1c2ccccc2c2c1cccc2,315.3,1.715138593,333.434254,1.559815649,368,233000,DMSO
CCN(C(Nc1ccnc2c1ccc(c2)Cl)C)CC,293.7,0.118309329,NaN,NaN,NaN,NaN,NaN
COC(=O)C1CC(=c2n1nccc2)C#N,425.3,0.051541616,NaN,NaN,508,NaN,Cyclohexane
Cn1c2ccc(cc2c2c1ccc(c2)c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2,299.2,0.022226773,NaN,NaN,420,NaN,NaN
CC[C@H](NC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)OC)C,290.6,0.067230451,NaN,NaN,226.8,22200,NaN
O=C1N(C)C(=O)C(=C1c1ccc(s1)c1cccs1)c1c[nH]c2c1cccc2,408.4,0.359382788,NaN,NaN,491,NaN,NaN
Cc1ccnc(c1)c1nccc(c1)C,263.1,0.007063939,NaN,NaN,242,42800,NaN
Brc1ccc(cc1)c1cc(nc(c1)c1ccccc1)c1ccccc1,267.6,0.312007564,NaN,NaN,315,NaN,EtOH
CC(c1cc(O)c(cc1O)C(C)(C)C)(C)C,258.4,0.107205907,NaN,NaN,429,40321,NaN
OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,398.7,0.306144397,NaN,NaN,495,NaN,NaN
CCOc1ccc(cc1)N=Nc1ccc(c(c1)C)OCOC(=O)C(=C)C,425,0.0001429,NaN,NaN,362,29400,CHCl
