Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
10778,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CN(C)C=O,322,396,1.02,0.016,3.973266436,NaN,NaN,NaN,76.9,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10779,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CC#N,321,387,0.56,0.015,3.994449137,NaN,NaN,53.7,66.3,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10780,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CCO,323,386,0.43,0.052,3.998608029,NaN,NaN,NaN,64.9,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10781,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CO,322,391,0.44,0.053,3.998608029,NaN,NaN,52.4,61.7,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10782,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,OCCO,326,392,1.46,0.182,3.977586438,NaN,NaN,NaN,63.1,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10783,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,O,324,397,1.75,0.497,3.977586438,NaN,NaN,47.6,60.9,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10784,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,Cc1ccccc1,373,430,NaN,0.116,4.544737582,NaN,NaN,102,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10785,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,ClC(Cl)Cl,378,441,NaN,0.036,4.539828558,NaN,NaN,106,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10786,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,ClCCl,372,438,NaN,0.092,4.556977545,NaN,NaN,104,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10787,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C1CCOC1,368,437,NaN,0.037,4.531542779,NaN,NaN,59,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10788,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC(C)=O,365,458,NaN,0.055,4.549518221,NaN,NaN,64,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10789,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C1COCCO1,369,436,NaN,0.047,4.536027875,NaN,NaN,52,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10790,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CCOC(C)=O,366,429,NaN,0.048,4.57274385,NaN,NaN,93,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10791,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CN(C)C=O,367,445,NaN,0.192,4.342896198,NaN,NaN,98,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10792,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CS(C)=O,369,449,NaN,0.209,4.528299512,NaN,NaN,101,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10793,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC#N,365,480,NaN,0.041,4.499343359,NaN,NaN,52,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10794,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CO,367,439,NaN,0.025,4.53155555,NaN,NaN,103,NaN,360.38828,https://doi.org/10.1016/j.saa.2018.05.101
10795,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,Cc1ccccc1,453,495,NaN,0.014,4.522548556,NaN,NaN,59,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10796,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,ClC(Cl)Cl,454,522,NaN,0.04,4.658764793,NaN,NaN,54,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10797,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,ClCCl,448,535,NaN,0.04,4.694491127,NaN,NaN,57,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10798,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,C1CCOC1,446,518,NaN,0.029,4.732827837,NaN,NaN,59,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10799,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CC(C)=O,442,544,NaN,0.042,4.69665339,NaN,NaN,61,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10800,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,C1COCCO1,443,505,NaN,0.025,4.671635597,NaN,NaN,58,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10801,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CCOC(C)=O,441,515,NaN,0.039,4.703497726,NaN,NaN,58,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10802,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CN(C)C=O,449,557,NaN,0.033,4.015988105,NaN,NaN,59,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10803,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CS(C)=O,454,570,NaN,0.083,4.683443309,NaN,NaN,65,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10804,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CC#N,442,561,NaN,0.023,4.645363311,NaN,NaN,57,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10805,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CO,446,560,NaN,0.003,4.667153981,NaN,NaN,64,NaN,387.45798,https://doi.org/10.1016/j.saa.2018.05.101
10806,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,Cc1ccccc1,472,576,NaN,0.103,4.976684628,NaN,NaN,53,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10807,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,ClC(Cl)Cl,479,532,NaN,0.008,4.985107485,NaN,NaN,55,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10808,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,ClCCl,476,547,NaN,0.004,4.961174212,NaN,NaN,55,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10809,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,C1CCOC1,468,532,NaN,0.003,4.950204155,NaN,NaN,58,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10810,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CC(C)=O,470,537,NaN,0.001,4.960137675,NaN,NaN,60,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10811,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,C1COCCO1,466,542,NaN,0.012,4.935285528,NaN,NaN,55,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10812,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CCOC(C)=O,465,533,NaN,0.003,4.951322945,NaN,NaN,57,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10813,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CN(C)C=O,478,524,NaN,0.003,4.731846526,NaN,NaN,62,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10814,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CS(C)=O,483,552,NaN,0.018,4.94019762,NaN,NaN,63,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10815,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CC#N,471,511,NaN,0.002,4.935890002,NaN,NaN,60,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10816,CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CO,475,525,NaN,0.012,4.780979412,NaN,NaN,66,NaN,375.44698,https://doi.org/10.1016/j.saa.2018.05.101
10817,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,Cc1ccccc1,485,587,NaN,0.559,4.770247996,NaN,NaN,67,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10818,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,ClC(Cl)Cl,491,626,NaN,0.142,4.766234333,NaN,NaN,70,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10819,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,ClCCl,485,631,NaN,0.022,4.753314893,NaN,NaN,69,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10820,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,C1CCOC1,473,630,NaN,0.037,4.825614336,NaN,NaN,77,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10821,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CC(C)=O,472,540,NaN,0.003,4.764594528,NaN,NaN,70,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10822,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,C1COCCO1,475,600,NaN,0.324,4.755272521,NaN,NaN,69,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10823,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CCOC(C)=O,471,617,NaN,0.036,4.76334562,NaN,NaN,69,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10824,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CN(C)C=O,478,520,NaN,0.024,3.711638538,NaN,NaN,71,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10825,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CS(C)=O,482,553,NaN,0.032,4.724267675,NaN,NaN,74,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10826,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CC#N,475,518,NaN,0.002,4.706103021,NaN,NaN,67,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10827,O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CO,477,597,NaN,0.021,4.721150844,NaN,NaN,74,NaN,437.51786,https://doi.org/10.1016/j.saa.2018.05.101
10828,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,ClCCl,NaN,NaN,NaN,0.205,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10829,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,C1CCOC1,NaN,NaN,NaN,0.327,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10830,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CCOC(C)=O,NaN,NaN,NaN,0.614,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10831,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,C1COCCO1,NaN,NaN,NaN,0.988,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10832,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CC(C)=O,NaN,NaN,NaN,0.109,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10833,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CC#N,NaN,NaN,NaN,0.082,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10834,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CN(C)C=O,NaN,NaN,NaN,0.561,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10835,CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CS(C)=O,NaN,NaN,NaN,0.176,NaN,NaN,NaN,NaN,NaN,560.71608,https://doi.org/10.1016/j.dyepig.2017.07.069
10836,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,ClCCl,NaN,NaN,NaN,0.184,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10837,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1CCOC1,NaN,NaN,NaN,0.471,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10838,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CCOC(C)=O,NaN,NaN,NaN,0.342,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10839,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1COCCO1,NaN,NaN,NaN,0.625,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10840,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC(C)=O,NaN,NaN,NaN,0.263,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10841,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC#N,NaN,NaN,NaN,0.255,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10842,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CN(C)C=O,NaN,NaN,NaN,0.602,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10843,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CS(C)=O,NaN,NaN,NaN,0.317,NaN,NaN,NaN,NaN,NaN,588.76984,https://doi.org/10.1016/j.dyepig.2017.07.069
10844,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,480,600,NaN,0.624,4.146128036,NaN,NaN,NaN,130.8,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10845,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,462,572,NaN,0.355,4.176091259,NaN,NaN,NaN,192.2,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10846,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,444,552,NaN,0.584,4.255272505,NaN,NaN,NaN,NaN,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10847,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,460,617,NaN,0.862,4.146128036,NaN,NaN,NaN,119.1,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10848,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,458,575,NaN,0.486,4.079181246,NaN,NaN,NaN,141.2,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10849,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,428,531,NaN,0.229,4.113943352,NaN,NaN,NaN,189.9,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10850,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,412,593,NaN,0.894,4.204119983,NaN,NaN,NaN,207.4,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10851,CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430,514,NaN,0.611,4.361727836,NaN,NaN,NaN,199.1,558.74396,https://doi.org/10.1016/j.dyepig.2017.07.069
10852,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,486,595,NaN,0.072,4.462397998,NaN,NaN,NaN,95.1,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10853,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,466,622,NaN,0.694,4.568201724,NaN,NaN,NaN,142.6,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10854,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,460,590,NaN,0.185,4.591064607,NaN,NaN,NaN,196.9,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10855,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,474,621,NaN,0.586,4.491361694,NaN,NaN,NaN,106.8,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10856,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,464,576,NaN,0.397,4.462397998,NaN,NaN,NaN,134.1,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10857,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,434,518,NaN,0.009,4.447158031,NaN,NaN,NaN,NaN,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10858,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,424,605,NaN,0.777,4.568201724,NaN,NaN,NaN,141.4,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10859,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,433,520,NaN,0.475,4.556302501,NaN,NaN,NaN,211.2,572.77084,https://doi.org/10.1016/j.dyepig.2017.07.069
10860,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,470,584,NaN,0.005,4.591064607,NaN,NaN,NaN,126.6,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10861,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,456,597,NaN,0.405,4.643452676,NaN,NaN,NaN,173.4,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10862,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,460,580,NaN,0.801,4.544068044,NaN,NaN,NaN,193.8,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10863,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,464,618,NaN,0.969,4.579783597,NaN,NaN,NaN,110.4,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10864,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,464,574,NaN,0.223,4.84509804,NaN,NaN,NaN,123.9,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10865,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,430,496,NaN,0.025,4.505149978,NaN,NaN,NaN,146.7,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10866,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,418,504,NaN,0.651,4.612783857,NaN,NaN,NaN,NaN,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10867,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430,517,NaN,0.622,4.707570176,NaN,NaN,NaN,189.2,586.79772,https://doi.org/10.1016/j.dyepig.2017.07.069
10868,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,479,594,NaN,0.047,4.602059991,NaN,NaN,NaN,140.1,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10869,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,464,651,NaN,0.458,4.62324929,NaN,NaN,NaN,197.1,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10870,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,462,654,NaN,0.443,4.591064607,NaN,NaN,NaN,196.7,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10871,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,466,620,NaN,0.813,4.653212514,NaN,NaN,NaN,110.6,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10872,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,465,574,NaN,0.251,4.579783597,NaN,NaN,NaN,133.7,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10873,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,427,554,NaN,0.105,4.531478917,NaN,NaN,NaN,130.6,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10874,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,426,605,NaN,0.638,4.591064607,NaN,NaN,NaN,NaN,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10875,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430,627,NaN,0.322,4.491361694,NaN,NaN,NaN,208.3,600.8246,https://doi.org/10.1016/j.dyepig.2017.07.069
10876,CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,Cc1ccccc1,405,476,NaN,0.67,NaN,NaN,NaN,NaN,NaN,444.60132,DOI: 10.1016/j.mencom.2018.01.002
10877,CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,CC#N,401,544,NaN,0.23,NaN,NaN,NaN,NaN,NaN,444.60132,DOI: 10.1016/j.mencom.2018.01.002
10878,CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,Cc1ccccc1,402,471,NaN,NaN,NaN,NaN,NaN,NaN,71.3,384.5058,DOI: 10.1016/j.mencom.2018.01.002
10879,CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,CC#N,397,539,NaN,NaN,NaN,NaN,NaN,NaN,95.7,384.5058,DOI: 10.1016/j.mencom.2018.01.002
